Universitas,Prodi,Jenjang,Nilai Rata-Rata UTBK
Universitas Indonesia,Kesehatan Lingkungan,,632.75
Universitas Indonesia,Geologi,,632.74
Universitas Indonesia,Teknik Biomedis,,627.46
Universitas Indonesia,Geografi,,623.4
Universitas Indonesia,Teknik Perkapalan,,612.27
Universitas Indonesia,Geofisika,,607.11
Universitas Indonesia,Ilmu Hukum,,733.74
Universitas Indonesia,Ilmu Psikologi,,729.24
Universitas Indonesia,Manajemen,,714.07
Universitas Indonesia,Akuntansi,,704.71
Universitas Indonesia,Ilmu Komunikasi,,704.31
Universitas Indonesia,Kriminologi,,703.73
Universitas Indonesia,Ilmu Hubungan Internasional,,693.78
Universitas Indonesia,Ilmu Administrasi Negara,,679.69
Universitas Indonesia,Sastra Inggris,,678.96
Universitas Indonesia,Ilmu Administrasi Niaga,,678.57
Universitas Indonesia,Ilmu Ekonomi,,678.43
Universitas Indonesia,Bahasa Dan Kebudayaan Korea,,678.31
Universitas Indonesia,Ilmu Kesejahteraan Sosial,,663.65
Universitas Indonesia,Ilmu Administrasi Fiskal,,663.63
Universitas Indonesia,Ilmu Politik,,663.48
Universitas Indonesia,Sosiologi,,663.37
Universitas Indonesia,Sastra Jepang,,663.09
Universitas Indonesia,Bisnis Islam,,653.69
Universitas Indonesia,Ilmu Ekonomi Islam,,653.67
Universitas Indonesia,Antropologi Sosial,,653.45
Universitas Indonesia,Sastra Arab,,653.43
Universitas Indonesia,Ilmu Perpustakaan,,643.44
Universitas Indonesia,Ilmu Filsafat,,643.41
Universitas Indonesia,Sastra Indonesia,,643.32
Universitas Indonesia,Ilmu Sejarah,,643.31
Universitas Indonesia,Arkeologi Indonesia,,633.12
Universitas Indonesia,Sastra Cina,,632.89
Universitas Indonesia,Sastra Rusia,,632.84
Universitas Indonesia,Sastra Prancis,,627.17
Universitas Indonesia,Sastra Jerman,,624.12
Universitas Indonesia,Sastra Belanda,,607.43
Universitas Indonesia,Sastra Daerah Untuk Sastra Jawa,,607.34
